Index, Tone Amp, Raw amp, Silence Amp
1 , 17.07931628728256 , 17.140661493867537 , 0.06134520658497618
2 , 17.169012796274853 , 17.22978018436704 , 0.060767388092188415
3 , 17.17899899972964 , 17.244954758186612 , 0.06595575845697094
4 , 28.916794617681216 , 28.980661595611434 , 0.06386697793021634
5 , 28.84422486837481 , 28.908644489638444 , 0.06441962126363682
6 , 29.243737937026495 , 29.301362237299383 , 0.057624300272886786
7 , 33.71894527793997 , 33.77201073240531 , 0.05306545446534186
8 , 33.60645413335386 , 33.66709147215378 , 0.06063733879992232
9 , 33.59763950091064 , 33.659868840416515 , 0.06222933950587913
10 , 32.543436829779 , 33.9813544632383 , 1.4379176334592976
11 , 32.47576548660437 , 33.90820572189471 , 1.4324402352903456
12 , 32.48673319094743 , 33.91740457177829 , 1.4306713808308582
13 , 13.743506053513945 , 14.33514040951912 , 0.5916343560051752
14 , 13.930410838225356 , 14.516898367728578 , 0.5864875295032225
15 , 14.081097547692137 , 14.678738751468972 , 0.5976412037768347
